##
## assembly : /home/cs02gl/blobtools/hypho_ge_1k/hypho_platanus_gapcloser_sorted_ge_1k.fasta
## bam0 : /home/cs02gl/blobtools/hypho/hiseq_ge_1k.bam
## tax0 : /home/cs02gl/blobtools/hypho_ge_1k/hypho_ge_1k_vs_nt_trans_mito_1e-10.megablast
## nodesDB : ../data/nodesDB.txt
## taxrule : bestsum
##
# name	length	GC	N	bam0	species.t	species.s	species.c	species.hits
scaffold16919_cov345	7281	0.4701	0	385.693174015	Hyphochytrium catenoides	473.0	0	tax0=Hyphochytrium catenoides:473.0;
scaffold49575_cov798	7279	0.5046	0	760.210605852	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8879_cov394	7262	0.4845	78	490.05233853	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10304_cov491	7256	0.4943	99	839.908481207	Hyphochytrium catenoides	3240.0	0	tax0=Hyphochytrium catenoides:3240.0;
scaffold17234_cov520	7251	0.4922	0	703.385464074	Hyphochytrium catenoides	1421.0	0	tax0=Hyphochytrium catenoides:1421.0;
scaffold43567_cov798	7248	0.5261	0	769.54566777	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1226_cov813	7242	0.5021	0	853.805854736	Hyphochytrium catenoides	1593.0	9	tax0=Hyphochytrium catenoides:1593.0|Phytophthora infestans:512.0|Leishmania braziliensis:355.0|Leishmania mexicana:347.0|Phytophthora parasitica:270.0|Trypanosoma brucei:242.0|Crithidia sp. ATCC 30255:236.0|Leishmania major:234.0|Leishmania donovani:115.0|Leishmania infantum:115.0;
scaffold1852_cov386	7227	0.4964	27	473.916805556	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14718_cov299	7224	0.4699	76	297.340514829	Hyphochytrium catenoides	1311.0	0	tax0=Hyphochytrium catenoides:1311.0;
scaffold13502_cov595	7217	0.4844	0	606.064985451	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6096_cov462	7215	0.4991	0	515.2999307	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4062_cov494	7214	0.4971	97	529.63804974	Hyphochytrium catenoides	646.0	0	tax0=Hyphochytrium catenoides:646.0;
scaffold9700_cov564	7213	0.4859	0	574.195203106	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1666_cov339	7202	0.4573	76	414.507437553	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14931_cov413	7178	0.5138	131	495.967645807	Hyphochytrium catenoides	2239.0	0	tax0=Hyphochytrium catenoides:2239.0;
scaffold6252_cov527	7178	0.4661	0	506.045555865	Hyphochytrium catenoides	1175.6	0	tax0=Hyphochytrium catenoides:1175.6;
scaffold4929_cov333	7177	0.4961	180	384.321423467	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold42196_cov640	7163	0.4904	0	740.499650984	Hyphochytrium catenoides	1316.0	0	tax0=Hyphochytrium catenoides:1316.0;
scaffold14755_cov464	7162	0.4863	0	574.546774644	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13663_cov446	7161	0.5016	0	506.708560257	Hyphochytrium catenoides	335.0	0	tax0=Hyphochytrium catenoides:335.0;
scaffold86_cov421	7157	0.4779	0	554.227190163	Hyphochytrium catenoides	84.2	0	tax0=Hyphochytrium catenoides:84.2;
scaffold13499_cov326	7155	0.4904	98	531.380331586	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6707_cov536	7151	0.4914	157	533.592364884	Hyphochytrium catenoides	998.0	0	tax0=Hyphochytrium catenoides:998.0;
scaffold14164_cov373	7149	0.521	112	576.245985505	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14666_cov286	7145	0.474	0	565.338418474	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25343_cov673	7143	0.4908	0	668.119697606	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2482_cov388	7142	0.507	22	512.15252809	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8520_cov433	7138	0.4688	174	509.384692705	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold698_cov430	7133	0.5035	110	568.358963406	Hyphochytrium catenoides	1588.0	0	tax0=Hyphochytrium catenoides:1588.0;
scaffold4921_cov726	7117	0.494	0	785.25235352	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15457_cov335	7102	0.4398	65	352.321728009	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3586_cov542	7099	0.5043	0	601.225102127	Hyphochytrium catenoides	402.0	0	tax0=Hyphochytrium catenoides:402.0;
scaffold1469_cov564	7095	0.5069	72	648.673786131	Hyphochytrium catenoides	1361.2	0	tax0=Hyphochytrium catenoides:1361.2;
scaffold3795_cov451	7091	0.4991	51	552.618181818	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7204_cov834	7077	0.5016	0	926.774198107	Hyphochytrium catenoides	3780.0	0	tax0=Hyphochytrium catenoides:3780.0;
scaffold3505_cov406	7073	0.5087	0	443.331401103	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10885_cov564	7068	0.5047	93	577.655913978	Hyphochytrium catenoides	3383.0	0	tax0=Hyphochytrium catenoides:3383.0;
scaffold3140_cov575	7067	0.4999	22	626.211213627	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1654_cov589	7054	0.495	0	587.741423306	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11258_cov459	7044	0.5127	16	445.41007399	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold34214_cov326	7037	0.4866	0	423.473497229	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16741_cov570	7027	0.5041	0	599.341682083	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2588_cov315	7020	0.4567	0	430.025498575	Hyphochytrium catenoides	1464.0	0	tax0=Hyphochytrium catenoides:1464.0;
scaffold10270_cov542	7019	0.5058	0	574.471719618	Hyphochytrium catenoides	3828.0	1	tax0=Hyphochytrium catenoides:3828.0|Aphanomyces euteiches:280.5;
scaffold33631_cov594	7015	0.5023	59	618.93013226	Hyphochytrium catenoides	3164.0	0	tax0=Hyphochytrium catenoides:3164.0;
scaffold16486_cov512	7009	0.4996	116	575.573045118	Hyphochytrium catenoides	941.0	0	tax0=Hyphochytrium catenoides:941.0;
scaffold10635_cov539	7005	0.5072	0	535.58786581	Hyphochytrium catenoides	1914.0	0	tax0=Hyphochytrium catenoides:1914.0;
scaffold10213_cov451	6991	0.4851	90	465.883060426	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold19958_cov412	6989	0.4815	61	509.537240185	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6229_cov554	6985	0.5006	44	710.058781155	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12267_cov358	6981	0.4826	0	421.721529867	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2735_cov383	6968	0.4993	6	461.018385521	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8610_cov415	6953	0.4852	81	515.672875437	Hyphochytrium catenoides	110.0	0	tax0=Hyphochytrium catenoides:110.0;
scaffold3269_cov335	6949	0.481	36	430.445392738	Hyphochytrium catenoides	1407.0	0	tax0=Hyphochytrium catenoides:1407.0;
scaffold17326_cov520	6948	0.4804	0	632.47582038	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3615_cov417	6937	0.4864	0	540.313536111	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4472_cov339	6937	0.4784	0	2026.23396281	Hyphochytrium catenoides	86.1	0	tax0=Hyphochytrium catenoides:86.1;
scaffold7555_cov475	6927	0.4944	62	552.319446468	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6453_cov443	6906	0.4778	0	446.716478425	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2515_cov332	6899	0.4828	130	407.76968533	Hyphochytrium catenoides	355.0	0	tax0=Hyphochytrium catenoides:355.0;
scaffold12419_cov333	6896	0.5077	0	336.043358469	Hyphochytrium catenoides	1089.0	0	tax0=Hyphochytrium catenoides:1089.0;
scaffold3577_cov349	6890	0.4797	0	702.027576197	Hyphochytrium catenoides	1222.0	0	tax0=Hyphochytrium catenoides:1222.0;
scaffold11705_cov479	6889	0.4859	61	581.912565905	Hyphochytrium catenoides	3247.0	18	tax0=Hyphochytrium catenoides:3247.0|Zea mays:1377.0|Glycine max:1360.0|Arabidopsis thaliana:1236.0|Phaeodactylum tricornutum:628.0|Caenorhabditis elegans:530.0|Vitis vinifera:351.0|Triticum aestivum:318.0|Oryza sativa:302.0|Arabidopsis lyrata:272.0|Granulicella tundricola:213.0|Bathycoccus prasinos:206.0|Acidovorax avenae:172.0|Xanthomonas fuscans:163.0|Kutzneria albida:141.0|Caenorhabditis remanei:128.0|Novosphingobium aromaticivorans:128.0|Desulfovibrio desulfuricans:99.0|synthetic construct:95.3;
scaffold2397_cov370	6881	0.4776	572	430.832937074	Hyphochytrium catenoides	2134.0	0	tax0=Hyphochytrium catenoides:2134.0;
scaffold4521_cov326	6876	0.4641	32	494.276154296	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3840_cov385	6867	0.4856	176	424.540726349	Hyphochytrium catenoides	1601.0	0	tax0=Hyphochytrium catenoides:1601.0;
scaffold27525_cov645	6865	0.4993	0	614.282301529	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7314_cov357	6862	0.4761	177	387.124756918	Hyphochytrium catenoides	1817.0	0	tax0=Hyphochytrium catenoides:1817.0;
scaffold4275_cov306	6853	0.4718	211	289.636555254	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12653_cov368	6853	0.4831	0	432.092368306	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1611_cov629	6847	0.4852	0	629.555863882	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9682_cov541	6843	0.4887	0	605.545082566	Hyphochytrium catenoides	377.0	0	tax0=Hyphochytrium catenoides:377.0;
scaffold576_cov399	6837	0.4929	67	464.055686854	Hyphochytrium catenoides	2532.0	0	tax0=Hyphochytrium catenoides:2532.0;
scaffold184_cov813	6837	0.5067	0	892.711569402	Hyphochytrium catenoides	1230.0	0	tax0=Hyphochytrium catenoides:1230.0;
scaffold4860_cov372	6834	0.4726	50	485.309404481	Hyphochytrium catenoides	1897.0	0	tax0=Hyphochytrium catenoides:1897.0;
scaffold14761_cov316	6827	0.483	134	362.369191693	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5144_cov420	6816	0.4696	98	428.14319738	Hyphochytrium catenoides	895.0	0	tax0=Hyphochytrium catenoides:895.0;
scaffold41625_cov758	6808	0.4758	66	871.468555325	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2472_cov336	6803	0.4806	122	370.779973058	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6642_cov323	6794	0.4797	0	490.761701501	Hyphochytrium catenoides	1213.0	0	tax0=Hyphochytrium catenoides:1213.0;
scaffold41854_cov694	6790	0.5031	0	668.929455081	Hyphochytrium catenoides	1240.1	0	tax0=Hyphochytrium catenoides:1240.1;
scaffold17556_cov717	6788	0.503	383	725.520843091	Hyphochytrium catenoides	1621.0	0	tax0=Hyphochytrium catenoides:1621.0;
scaffold1133_cov286	6785	0.4627	308	327.528022233	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12097_cov515	6781	0.4864	25	699.104647721	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold946_cov315	6778	0.4749	0	310.178371201	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9904_cov649	6778	0.487	0	631.274859841	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold4296_cov416	6771	0.4956	109	463.031972381	Zygosaccharomyces rouxii	194.2	1	tax0=Zygosaccharomyces rouxii:194.2|Parastagonospora nodorum:100.0;
scaffold4511_cov353	6760	0.4956	0	429.359911243	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1704_cov502	6755	0.5209	0	590.924648409	Hyphochytrium catenoides	1869.0	0	tax0=Hyphochytrium catenoides:1869.0;
scaffold41858_cov429	6753	0.505	119	504.974977389	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5643_cov418	6741	0.4884	0	495.911585818	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2953_cov577	6731	0.4982	141	667.747647951	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3557_cov319	6728	0.4955	111	367.589693214	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6385_cov339	6726	0.4741	112	350.590716662	Hyphochytrium catenoides	1415.0	0	tax0=Hyphochytrium catenoides:1415.0;
scaffold1297_cov382	6714	0.4981	408	476.470980019	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5095_cov380	6708	0.49	25	570.668262756	Hyphochytrium catenoides	791.0	0	tax0=Hyphochytrium catenoides:791.0;
scaffold21954_cov402	6706	0.4997	0	499.691619445	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15356_cov678	6702	0.4906	0	653.067144136	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold463_cov328	6700	0.4825	0	303.161492537	Hyphochytrium catenoides	893.0	0	tax0=Hyphochytrium catenoides:893.0;
scaffold1832_cov486	6697	0.4778	79	543.377908734	Hyphochytrium catenoides	240.0	0	tax0=Hyphochytrium catenoides:240.0;
scaffold24943_cov487	6687	0.5008	42	576.735440181	Hyphochytrium catenoides	1402.0	0	tax0=Hyphochytrium catenoides:1402.0;
scaffold11517_cov467	6686	0.4666	0	508.376308705	Hyphochytrium catenoides	1504.6	0	tax0=Hyphochytrium catenoides:1504.6;
scaffold8686_cov428	6669	0.487	0	426.275303644	Hyphochytrium catenoides	3540.0	0	tax0=Hyphochytrium catenoides:3540.0;
scaffold11008_cov324	6662	0.4913	98	375.653717246	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10406_cov617	6659	0.4866	0	605.012764679	Hyphochytrium catenoides	3588.0	0	tax0=Hyphochytrium catenoides:3588.0;
scaffold686_cov671	6657	0.4821	42	2721.56145125	Hyphochytrium catenoides	1720.0	0	tax0=Hyphochytrium catenoides:1720.0;
scaffold3589_cov741	6649	0.5046	0	941.752143179	Hyphochytrium catenoides	945.8	0	tax0=Hyphochytrium catenoides:945.8;
scaffold20265_cov332	6638	0.4691	0	467.673847544	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold14315_cov780	6630	0.4978	55	901.435741445	Hyphochytrium catenoides	3521.0	0	tax0=Hyphochytrium catenoides:3521.0;
scaffold9609_cov308	6628	0.4859	44	387.837788578	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5507_cov461	6621	0.4945	29	581.574029126	Hyphochytrium catenoides	3085.0	0	tax0=Hyphochytrium catenoides:3085.0;
scaffold41894_cov583	6621	0.4919	0	551.905301314	Hyphochytrium catenoides	4003.6	0	tax0=Hyphochytrium catenoides:4003.6;
scaffold5644_cov417	6608	0.4919	94	560.157506908	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold18105_cov586	6602	0.4975	91	592.988634618	Hyphochytrium catenoides	2285.0	0	tax0=Hyphochytrium catenoides:2285.0;
scaffold7157_cov616	6588	0.4688	57	639.190935538	Hyphochytrium catenoides	585.0	0	tax0=Hyphochytrium catenoides:585.0;
scaffold14123_cov412	6586	0.5153	0	598.081384756	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1497_cov326	6586	0.4462	0	609.176283025	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1941_cov449	6584	0.5106	0	722.331561361	Hyphochytrium catenoides	3274.0	0	tax0=Hyphochytrium catenoides:3274.0;
scaffold14287_cov449	6584	0.4945	0	507.352976914	Tetrahymena thermophila	580.3	2	tax0=Tetrahymena thermophila:580.3|Neospora caninum:400.0|Hyphochytrium catenoides:130.0;
scaffold10283_cov351	6575	0.4931	132	387.4137824	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8524_cov503	6573	0.4739	0	528.181652214	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold229_cov337	6571	0.4882	82	401.803975959	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12231_cov569	6564	0.4988	40	589.519773145	Hyphochytrium catenoides	1240.0	0	tax0=Hyphochytrium catenoides:1240.0;
scaffold8020_cov359	6564	0.4845	0	674.210999391	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9041_cov407	6562	0.4723	0	496.758305395	Hyphochytrium catenoides	500.0	0	tax0=Hyphochytrium catenoides:500.0;
scaffold10547_cov499	6551	0.5052	51	557.216769231	Hyphochytrium catenoides	2419.0	0	tax0=Hyphochytrium catenoides:2419.0;
scaffold13829_cov334	6543	0.4691	214	575.529151525	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold18191_cov304	6542	0.4946	0	411.86655457	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold10526_cov453	6533	0.4715	154	476.886502587	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold24116_cov524	6532	0.5255	33	571.449146022	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13657_cov376	6527	0.473	0	447.916653899	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7143_cov578	6520	0.4952	113	694.758077103	Frankia sp. CcI3	135.0	3	tax0=Frankia sp. CcI3:135.0|Chromohalobacter salexigens:113.0|Pseudomonas syringae group genomosp. 3:102.0|Streptomyces bingchenggensis:102.0;
scaffold18068_cov521	6513	0.4844	78	551.274592075	Hyphochytrium catenoides	2446.0	0	tax0=Hyphochytrium catenoides:2446.0;
scaffold5502_cov385	6508	0.4969	334	487.512471655	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47574_cov642	6505	0.4944	0	601.495157571	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41616_cov345	6504	0.5046	0	348.405135301	Hyphochytrium catenoides	1969.4	0	tax0=Hyphochytrium catenoides:1969.4;
scaffold46187_cov7374	6504	0.2565	0	5441.46848093	Hyphochytrium catenoides	12324.0	13	tax0=Hyphochytrium catenoides:12324.0|Phytophthora ramorum:1244.0|Thraustotheca clavata:382.0|Achlya hypogyna:230.0|Saprolegnia ferax:230.0|Pythium ultimum:220.0|Hyphochytrium-undef:173.201|Phytophthora botryosa:121.0|Phytophthora austrocedrae:121.0|Phytophthora sojae:121.0|Phytophthora capensis:121.0|Phytophthora andina:119.0|undef:115.0|Phytophthora infestans:104.0;
scaffold441_cov378	6503	0.5036	0	397.657081347	Hyphochytrium catenoides	1894.0	0	tax0=Hyphochytrium catenoides:1894.0;
scaffold4264_cov489	6483	0.4985	76	543.953644451	Hyphochytrium catenoides	531.9	0	tax0=Hyphochytrium catenoides:531.9;
scaffold24181_cov595	6470	0.5491	0	618.31236476	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold30038_cov612	6464	0.5017	44	597.141588785	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold28204_cov452	6451	0.5265	6	485.411016292	Hyphochytrium catenoides	156.0	0	tax0=Hyphochytrium catenoides:156.0;
scaffold4326_cov377	6450	0.4977	0	580.148682171	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold15343_cov477	6450	0.5062	0	632.28372093	Hyphochytrium catenoides	2955.0	0	tax0=Hyphochytrium catenoides:2955.0;
scaffold4332_cov414	6449	0.498	45	547.732198626	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3318_cov353	6444	0.4913	0	393.271570453	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2146_cov404	6441	0.4974	110	465.651397883	Hyphochytrium catenoides	2694.0	0	tax0=Hyphochytrium catenoides:2694.0;
scaffold42802_cov673	6432	0.4942	0	627.230254975	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5705_cov433	6430	0.4984	55	455.857098039	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41662_cov769	6418	0.5254	52	855.882186616	Hyphochytrium catenoides	1397.0	0	tax0=Hyphochytrium catenoides:1397.0;
scaffold2235_cov329	6411	0.4798	0	530.045390735	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8252_cov421	6408	0.4991	0	532.709113608	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6322_cov363	6406	0.4885	39	424.28474949	Hyphochytrium catenoides	2829.1	2	tax0=Hyphochytrium catenoides:2829.1|Aplysia californica:122.0|Arabidopsis lyrata:91.6;
scaffold1196_cov257	6400	0.4812	214	249.309893307	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3562_cov331	6389	0.5029	0	326.647675693	Hyphochytrium catenoides	376.0	0	tax0=Hyphochytrium catenoides:376.0;
scaffold7797_cov401	6386	0.4981	56	604.694154818	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11475_cov485	6381	0.5101	0	602.777621063	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold25248_cov399	6378	0.4906	35	491.909191234	Hyphochytrium catenoides	1659.0	0	tax0=Hyphochytrium catenoides:1659.0;
scaffold5191_cov355	6377	0.493	62	404.188598575	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold43230_cov564	6374	0.4714	0	540.793693128	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41651_cov652	6374	0.486	0	639.617979291	Hyphochytrium catenoides	1447.0	0	tax0=Hyphochytrium catenoides:1447.0;
scaffold3148_cov317	6367	0.5166	0	723.115124863	Hyphochytrium catenoides	172.0	0	tax0=Hyphochytrium catenoides:172.0;
scaffold4847_cov478	6367	0.5143	42	507.617233202	Hyphochytrium catenoides	3428.0	0	tax0=Hyphochytrium catenoides:3428.0;
scaffold7701_cov393	6336	0.4686	128	430.404639175	Hyphochytrium catenoides	557.0	0	tax0=Hyphochytrium catenoides:557.0;
scaffold2899_cov428	6333	0.4802	61	469.591358418	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold6240_cov524	6332	0.4889	42	577.265341812	Hyphochytrium catenoides	7118.0	0	tax0=Hyphochytrium catenoides:7118.0;
scaffold10988_cov512	6322	0.4747	0	533.671148371	Hyphochytrium catenoides	2082.0	0	tax0=Hyphochytrium catenoides:2082.0;
scaffold5459_cov376	6317	0.5146	134	436.863334951	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold33901_cov531	6316	0.4842	0	509.050031666	Hyphochytrium catenoides	2006.0	0	tax0=Hyphochytrium catenoides:2006.0;
scaffold1347_cov702	6309	0.5057	132	701.268415088	Hyphochytrium catenoides	1772.0	0	tax0=Hyphochytrium catenoides:1772.0;
scaffold225_cov769	6292	0.481	59	880.224610942	Hyphochytrium catenoides	1041.4	0	tax0=Hyphochytrium catenoides:1041.4;
scaffold2612_cov363	6291	0.497	160	420.165389007	Hyphochytrium catenoides	733.0	0	tax0=Hyphochytrium catenoides:733.0;
scaffold41640_cov584	6291	0.4816	99	646.318475452	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3702_cov366	6289	0.5023	0	1227.83145174	Hyphochytrium catenoides	2635.9	0	tax0=Hyphochytrium catenoides:2635.9;
scaffold11322_cov479	6281	0.5314	0	682.927559306	Hyphochytrium catenoides	8835.3	0	tax0=Hyphochytrium catenoides:8835.3;
scaffold1499_cov293	6281	0.4862	34	317.683368017	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5468_cov326	6277	0.4862	94	319.837942746	Hyphochytrium catenoides	2237.0	0	tax0=Hyphochytrium catenoides:2237.0;
scaffold41673_cov717	6273	0.5045	0	787.602901323	Hyphochytrium catenoides	965.0	0	tax0=Hyphochytrium catenoides:965.0;
scaffold333_cov410	6271	0.5194	14	587.680837462	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold11087_cov353	6270	0.4875	51	510.867342016	Hyphochytrium catenoides	219.0	0	tax0=Hyphochytrium catenoides:219.0;
scaffold3339_cov432	6270	0.4817	0	578.96507177	Hyphochytrium catenoides	3649.2	1	tax0=Hyphochytrium catenoides:3649.2|Trichoderma reesei:100.0;
scaffold6905_cov406	6254	0.4832	0	465.141509434	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold12179_cov353	6251	0.475	40	368.091128643	Hyphochytrium catenoides	279.0	0	tax0=Hyphochytrium catenoides:279.0;
scaffold3933_cov663	6248	0.4939	0	689.365396927	Hyphochytrium catenoides	1362.0	0	tax0=Hyphochytrium catenoides:1362.0;
scaffold2935_cov470	6242	0.495	89	870.491792621	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold47686_cov752	6241	0.5031	0	714.921967633	Hyphochytrium catenoides	3514.0	5	tax0=Hyphochytrium catenoides:3514.0|Capsella rubella:965.0|Helicoverpa zea:355.0|Perkinsus marinus:309.0|Wallemia sebi:289.0|Desulfosporosinus meridiei:182.0;
scaffold422_cov733	6234	0.508	0	837.674526789	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold48247_cov658	6218	0.5278	0	643.722257961	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold5729_cov487	6216	0.5017	145	590.658870038	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold41873_cov825	6199	0.5017	34	858.176155718	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold9921_cov577	6197	0.4967	0	618.527351944	Hyphochytrium catenoides	2374.0	0	tax0=Hyphochytrium catenoides:2374.0;
scaffold48_cov517	6194	0.5013	0	580.737649338	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold1702_cov339	6193	0.4788	67	362.636304277	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold2958_cov374	6186	0.475	148	421.168102021	Hyphochytrium catenoides	1623.0	0	tax0=Hyphochytrium catenoides:1623.0;
scaffold738_cov455	6174	0.4835	0	518.949141561	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold7758_cov824	6164	0.4989	0	843.32284231	Hyphochytrium catenoides	5397.0	0	tax0=Hyphochytrium catenoides:5397.0;
scaffold18056_cov385	6161	0.4816	0	482.886869015	Hyphochytrium catenoides	1304.0	0	tax0=Hyphochytrium catenoides:1304.0;
scaffold4038_cov344	6156	0.4911	0	641.617933723	Hyphochytrium catenoides	354.0	0	tax0=Hyphochytrium catenoides:354.0;
scaffold13795_cov578	6155	0.4994	0	575.220633631	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold27672_cov449	6150	0.5077	40	462.514729951	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold3921_cov555	6145	0.5095	0	587.794304312	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold8756_cov415	6145	0.4868	225	474.324662162	Hyphochytrium catenoides	755.1	0	tax0=Hyphochytrium catenoides:755.1;
scaffold13782_cov470	6132	0.5189	73	591.713649117	Hyphochytrium catenoides	2038.0	0	tax0=Hyphochytrium catenoides:2038.0;
scaffold173_cov395	6129	0.5039	154	470.8041841	Hyphochytrium catenoides	1297.0	0	tax0=Hyphochytrium catenoides:1297.0;
scaffold10477_cov417	6124	0.4749	0	871.459503592	Hyphochytrium catenoides	925.0	0	tax0=Hyphochytrium catenoides:925.0;
scaffold47112_cov798	6119	0.5143	0	767.584082366	Hyphochytrium catenoides	159.0	0	tax0=Hyphochytrium catenoides:159.0;
scaffold41620_cov752	6116	0.4957	0	810.34499673	Hyphochytrium catenoides	1098.0	0	tax0=Hyphochytrium catenoides:1098.0;
scaffold37639_cov689	6114	0.4825	0	685.119398103	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold13680_cov503	6114	0.4807	0	870.824501145	Hyphochytrium catenoides	665.0	0	tax0=Hyphochytrium catenoides:665.0;
scaffold41621_cov756	6111	0.5279	0	1043.39420717	Hyphochytrium catenoides	1446.0	0	tax0=Hyphochytrium catenoides:1446.0;
scaffold13674_cov626	6110	0.5092	0	683.817512275	no-hit	0.0	None	tax0=no-hit:0.0;
scaffold16383_cov447	6106	0.4913	0	861.674418605	Hyphochytrium catenoides	1173.0	0	tax0=Hyphochytrium catenoides:1173.0;
scaffold20235_cov579	6103	0.4935	0	541.296247747	no-hit	0.0	None	tax0=no-hit:0.0;
